employee_id,first_name,last_name,department,pay_rate,hire_date,status,email
EMP00885,Melissa,Thompson,Scheduling,27.32,2018-04-05,On Leave,emp00885@mta-corp.org
EMP00886,Susan,Allen,Engineering,64.67,2022-04-16,Active,emp00886@mta-corp.org
EMP00887,Jennifer,Carter,HR,55.89,2022-12-19,Inactive,emp00887@mta-corp.org
EMP00888,Kevin,Rivera,IT,63.34,2021-05-26,Inactive,emp00888@mta-corp.org
EMP00889,Sandra,Smith,Engineering,25.58,2018-03-17,Active,emp00889@mta-corp.org
EMP00890,Linda,Nelson,Operations,31.79,2016-08-18,Active,emp00890@mta-corp.org
EMP00891,Melissa,Taylor,Rail,74.32,2018-03-19,On Leave,emp00891@mta-corp.org
EMP00892,Christopher,Wilson,Procurement,54.49,2023-10-18,Active,emp00892@mta-corp.org
EMP00893,George,Miller,Customer Service,76.22,2024-02-17,On Leave,emp00893@mta-corp.org
EMP00894,Thomas,Mitchell,Scheduling,55.82,2021-04-20,Active,emp00894@mta-corp.org
EMP00895,Jason,Jackson,Infrastructure,62.69,2020-09-23,Active,emp00895@mta-corp.org
EMP00896,Donald,Baker,HR,82.73,2019-05-07,Active,emp00896@mta-corp.org
EMP00897,Stephanie,Taylor,Bus,59.77,2015-02-23,Active,emp00897@mta-corp.org
EMP00898,Thomas,Green,Infrastructure,65.68,2024-04-22,Active,emp00898@mta-corp.org
EMP00899,Carol,Wright,Infrastructure,58.63,2023-06-20,On Leave,emp00899@mta-corp.org
EMP00900,Christopher,Lewis,Rail,83.9,2017-03-03,Active,emp00900@mta-corp.org
EMP00901,Susan,Mitchell,Engineering,26.44,2017-02-04,Active,emp00901@mta-corp.org
EMP00902,Karen,Scott,Finance,27.15,2019-10-22,Inactive,emp00902@mta-corp.org
EMP00903,Charles,Smith,HR,49.51,2024-06-27,Active,emp00903@mta-corp.org
EMP00904,Barbara,Lee,Customer Service,21.88,2015-06-13,On Leave,emp00904@mta-corp.org
EMP00905,Kevin,Martin,Safety,71.03,2021-11-26,Inactive,emp00905@mta-corp.org
EMP00906,Robert,Rivera,HR,53.44,2019-01-06,Active,emp00906@mta-corp.org
EMP00907,Robert,Allen,Rail,46.16,2020-11-02,Inactive,emp00907@mta-corp.org
EMP00908,Patricia,Thompson,Bus,77.25,2019-07-11,On Leave,emp00908@mta-corp.org
EMP00909,Lisa,White,Finance,33.03,2018-09-21,Inactive,emp00909@mta-corp.org
EMP00910,Kenneth,Scott,Legal,68.52,2020-12-12,On Leave,emp00910@mta-corp.org
EMP00911,Jennifer,Nelson,HR,48.14,2015-02-06,On Leave,emp00911@mta-corp.org
EMP00912,Amanda,Thomas,Operations,63.89,2021-11-18,Active,emp00912@mta-corp.org
EMP00913,Jennifer,Harris,Finance,54.43,2019-04-12,Active,emp00913@mta-corp.org
EMP00914,Donna,Roberts,HR,52.7,2015-04-12,Inactive,emp00914@mta-corp.org
EMP00915,Emily,Williams,Finance,78.24,2019-12-31,Active,emp00915@mta-corp.org
EMP00916,Steven,Garcia,Maintenance,29.63,2018-08-05,Inactive,emp00916@mta-corp.org
EMP00917,James,Green,Maintenance,32.52,2020-12-24,On Leave,emp00917@mta-corp.org
EMP00918,Jessica,Baker,IT,74.07,2023-09-04,Active,emp00918@mta-corp.org
EMP00919,Jason,Mitchell,Procurement,47.44,2021-01-11,Active,emp00919@mta-corp.org
EMP00920,Melissa,Martinez,Operations,49.04,2023-05-18,Active,emp00920@mta-corp.org
EMP00921,Patricia,Jones,Operations,30.34,2015-06-05,Active,emp00921@mta-corp.org
EMP00922,Robert,Torres,Legal,33.64,2021-04-04,Active,emp00922@mta-corp.org
EMP00923,Mark,Lewis,Scheduling,45.4,2019-07-28,Active,emp00923@mta-corp.org
EMP00924,Mark,Baker,Maintenance,54.07,2015-03-11,On Leave,emp00924@mta-corp.org
EMP00925,Amanda,Jones,Procurement,68.11,2023-01-29,Active,emp00925@mta-corp.org
EMP00926,Robert,Thompson,Engineering,25.56,2022-11-10,On Leave,emp00926@mta-corp.org
EMP00927,Ronald,Garcia,Finance,69.39,2018-05-19,Active,emp00927@mta-corp.org
EMP00928,Dorothy,Nelson,Operations,50.02,2019-04-12,Inactive,emp00928@mta-corp.org
EMP00929,William,Mitchell,IT,71.49,2017-06-19,Inactive,emp00929@mta-corp.org
EMP00930,Anthony,Martinez,Finance,63.54,2018-04-23,On Leave,emp00930@mta-corp.org
EMP00931,Betty,Smith,Engineering,76.67,2022-04-07,Active,emp00931@mta-corp.org
EMP00932,David,Smith,Customer Service,58.18,2016-05-19,Inactive,emp00932@mta-corp.org
EMP00933,Patricia,Martin,Bus,68.26,2021-02-20,On Leave,emp00933@mta-corp.org
EMP00934,Jessica,Clark,Scheduling,75.12,2018-11-09,Active,emp00934@mta-corp.org
EMP00935,Susan,Anderson,Customer Service,74.01,2016-10-21,Active,emp00935@mta-corp.org
EMP00936,Susan,Nelson,Procurement,56.22,2016-04-14,Active,emp00936@mta-corp.org
EMP00937,Gary,Scott,Safety,61.37,2024-07-19,Active,emp00937@mta-corp.org
EMP00938,Kevin,Jones,Finance,25.03,2018-04-05,On Leave,emp00938@mta-corp.org
EMP00939,Emily,Perez,HR,27.03,2021-07-06,On Leave,emp00939@mta-corp.org
EMP00940,Michael,Jackson,Customer Service,23.14,2017-08-18,Active,emp00940@mta-corp.org
EMP00941,Emily,Lewis,HR,59.49,2018-07-25,Active,emp00941@mta-corp.org
EMP00942,Carol,Martinez,Customer Service,56.2,2022-10-11,Active,emp00942@mta-corp.org
EMP00943,Richard,Smith,HR,34.87,2019-10-21,Active,emp00943@mta-corp.org
EMP00944,Stephanie,Adams,IT,36.9,2022-12-27,Active,emp00944@mta-corp.org
EMP00945,Melissa,Campbell,HR,76.88,2016-07-04,Active,emp00945@mta-corp.org
EMP00946,Paul,Roberts,Finance,50.88,2019-12-30,Active,emp00946@mta-corp.org
EMP00947,Helen,Hill,Maintenance,74.48,2016-12-20,Active,emp00947@mta-corp.org
EMP00948,Edward,Gonzalez,Finance,67.28,2024-12-29,On Leave,emp00948@mta-corp.org
EMP00949,Matthew,Jones,Operations,75.0,2015-11-10,On Leave,emp00949@mta-corp.org
EMP00950,Carol,Nguyen,IT,69.65,2015-05-08,Active,emp00950@mta-corp.org
EMP00951,Michelle,Taylor,Engineering,77.95,2015-05-31,Inactive,emp00951@mta-corp.org
EMP00952,Helen,Roberts,Rail,42.83,2020-04-17,Active,emp00952@mta-corp.org
EMP00953,Carol,Campbell,Legal,37.85,2023-08-29,Active,emp00953@mta-corp.org
EMP00954,Steven,Garcia,IT,42.7,2020-08-14,Active,emp00954@mta-corp.org
EMP00955,Sarah,Flores,Scheduling,29.53,2022-06-07,Inactive,emp00955@mta-corp.org
EMP00956,George,Hernandez,Rail,56.16,2016-07-28,Inactive,emp00956@mta-corp.org
EMP00957,Barbara,Mitchell,Infrastructure,50.65,2022-05-24,Active,emp00957@mta-corp.org
EMP00958,Thomas,Carter,Safety,33.91,2015-06-15,Active,emp00958@mta-corp.org
EMP00959,Thomas,Williams,Scheduling,32.25,2019-02-22,Active,emp00959@mta-corp.org
EMP00960,Kenneth,Robinson,Operations,21.15,2019-05-09,On Leave,emp00960@mta-corp.org
EMP00961,Michael,Rivera,Engineering,60.63,2018-08-20,Active,emp00961@mta-corp.org
EMP00962,Stephanie,Taylor,Customer Service,54.7,2024-05-12,Active,emp00962@mta-corp.org
EMP00963,Helen,Harris,HR,57.58,2019-03-23,Active,emp00963@mta-corp.org
EMP00964,Charles,Harris,Bus,52.84,2020-10-17,Active,emp00964@mta-corp.org
EMP00965,Paul,Young,Procurement,50.56,2024-03-01,Inactive,emp00965@mta-corp.org
EMP00966,Steven,Rodriguez,Safety,29.51,2015-01-28,Active,emp00966@mta-corp.org
EMP00967,Helen,Moore,Bus,28.49,2020-10-08,Active,emp00967@mta-corp.org
EMP00968,Ronald,Rivera,Legal,26.37,2019-01-23,Active,emp00968@mta-corp.org
EMP00969,Lisa,Campbell,Maintenance,50.52,2019-08-26,Active,emp00969@mta-corp.org
EMP00970,Jessica,Nguyen,Rail,61.54,2020-05-16,Active,emp00970@mta-corp.org
EMP00971,Sarah,Williams,Rail,56.64,2015-04-02,Active,emp00971@mta-corp.org
EMP00972,Anthony,Allen,Operations,77.74,2016-07-05,Active,emp00972@mta-corp.org
EMP00973,Richard,Taylor,Rail,52.86,2015-08-18,Active,emp00973@mta-corp.org
EMP00974,Brian,Green,Operations,76.92,2021-09-20,On Leave,emp00974@mta-corp.org
EMP00975,Christopher,Garcia,Bus,48.37,2022-06-03,Active,emp00975@mta-corp.org
EMP00976,Kenneth,Hernandez,Bus,73.72,2024-09-22,Inactive,emp00976@mta-corp.org
EMP00977,Carol,Roberts,Rail,59.94,2016-08-07,Inactive,emp00977@mta-corp.org
EMP00978,Richard,Campbell,Scheduling,41.29,2017-12-19,Active,emp00978@mta-corp.org
EMP00979,Carol,Jones,Bus,43.65,2021-09-09,Active,emp00979@mta-corp.org
EMP00980,Maria,Gonzalez,Engineering,75.66,2016-03-20,Inactive,emp00980@mta-corp.org
EMP00981,Donald,Martinez,Customer Service,24.9,2022-09-04,Active,emp00981@mta-corp.org
EMP00982,Ronald,Williams,Procurement,53.84,2021-11-23,Active,emp00982@mta-corp.org
EMP00983,Kenneth,Nelson,Rail,78.48,2016-01-17,Inactive,emp00983@mta-corp.org
EMP00984,James,Roberts,Scheduling,61.67,2024-04-12,Inactive,emp00984@mta-corp.org
EMP00985,Betty,Williams,Infrastructure,53.73,2019-09-20,Active,emp00985@mta-corp.org
EMP00986,Kenneth,Roberts,IT,41.81,2023-12-31,On Leave,emp00986@mta-corp.org
EMP00987,Jason,Torres,Maintenance,46.8,2023-07-17,Active,emp00987@mta-corp.org
EMP00988,Rebecca,Anderson,Legal,24.07,2020-05-08,Inactive,emp00988@mta-corp.org
EMP00989,Edward,Clark,Finance,31.07,2024-10-31,On Leave,emp00989@mta-corp.org
EMP00990,James,Torres,Engineering,26.34,2023-05-04,Active,emp00990@mta-corp.org
EMP00991,Helen,Wilson,Infrastructure,71.99,2019-03-17,Active,emp00991@mta-corp.org
EMP00992,Michael,Martinez,IT,61.83,2019-01-23,Active,emp00992@mta-corp.org
EMP00993,Edward,Ramirez,Customer Service,42.82,2017-12-06,Active,emp00993@mta-corp.org
EMP00994,Dorothy,Carter,Bus,45.98,2022-08-19,Inactive,emp00994@mta-corp.org
EMP00995,Susan,White,Engineering,55.4,2020-05-30,Active,emp00995@mta-corp.org
EMP00996,Brian,Thompson,Procurement,65.42,2018-06-10,On Leave,emp00996@mta-corp.org
EMP00997,Kevin,Davis,Infrastructure,33.78,2016-07-19,On Leave,emp00997@mta-corp.org
EMP00998,Michael,Wilson,Engineering,45.14,2016-10-24,Active,emp00998@mta-corp.org
EMP00999,Michelle,Flores,Infrastructure,64.02,2023-12-25,Active,emp00999@mta-corp.org
EMP01000,Mark,Green,Operations,71.99,2016-10-20,Active,emp01000@mta-corp.org
